Q 1 11 25 44 55 66 77
2.9548 38.2428 36.5378 35.5967 34.8893 34.3815 34.2611 38.2428
2.9648 37.9701 36.2536 35.3004 34.5789 34.0624 33.9226 37.9701
2.9749 37.6974 35.9695 35.0041 34.2685 33.7432 33.5840 37.6974
2.9849 37.4248 35.6853 34.7078 33.9581 33.4240 33.2455 37.4248
2.9950 37.1521 35.4011 34.4116 33.6477 33.1048 32.9069 37.1521
3.0050 36.8477 35.0904 34.0949 33.3207 32.7706 32.5583 36.8477
3.0151 36.5117 34.7532 33.7579 32.9770 32.4212 32.1997 36.5117
3.0251 36.1756 34.4160 33.4208 32.6334 32.0719 31.8411 36.1756
3.0352 35.8396 34.0788 33.0838 32.2897 31.7226 31.4824 35.8396
3.0452 35.5035 33.7416 32.7468 31.9460 31.3732 31.1238 35.5035
3.0553 35.1368 33.3806 32.3925 31.5895 31.0133 30.7586 35.1368
3.0653 34.7422 32.9981 32.0227 31.2215 30.6438 30.3873 34.7422
3.0754 34.3476 32.6157 31.6529 30.8534 30.2743 30.0160 34.3476
3.0854 33.9530 32.2332 31.2831 30.4853 29.9048 29.6447 33.9530
3.0955 33.5584 31.8507 30.9133 30.1172 29.5353 29.2734 33.5584
3.1055 33.1399 31.4492 30.5289 29.7409 29.1595 28.8966 33.1399
3.1156 32.7019 31.0323 30.1326 29.3577 28.7784 28.5153 32.7019
3.1256 32.2640 30.6153 29.7363 28.9745 28.3974 28.1340 32.2640
3.1357 31.8260 30.1983 29.3400 28.5914 28.0163 27.7526 31.8260
3.1457 31.3880 29.7813 28.9437 28.2082 27.6353 27.3713 31.3880
3.1558 30.9320 29.3500 28.5380 27.8193 27.2516 26.9903 30.9320
3.1658 30.4628 28.9080 28.1253 27.4260 26.8661 26.6096 30.4628
3.1759 29.9935 28.4660 27.7126 27.0328 26.4805 26.2289 29.9935
3.1859 29.5243 28.0240 27.2999 26.6396 26.0949 25.8482 29.5243
3.1960 29.0550 27.5820 26.8872 26.2464 25.7094 25.4675 29.0550
3.2060 28.5783 27.1355 26.4738 25.8551 25.3283 25.0950 28.5783
3.2161 28.0967 26.6860 26.0600 25.4652 24.9504 24.7279 28.0967
3.2261 27.6151 26.2365 25.6462 25.0753 24.5724 24.3608 27.6151
3.2362 27.1335 25.7870 25.2323 24.6854 24.1944 23.9938 27.1335
3.2462 26.6519 25.3375 24.8185 24.2956 23.8165 23.6267 26.6519
3.2563 26.1726 24.8936 24.4099 23.9145 23.4489 23.2701 26.1726
3.2663 25.6947 24.4531 24.0043 23.5388 23.0877 22.9198 25.6947
3.2764 25.2168 24.0126 23.5988 23.1631 22.7264 22.5695 25.2168
3.2864 24.7389 23.5721 23.1932 22.7874 22.3651 22.2192 24.7389
3.2965 24.2610 23.1316 22.7877 22.4117 22.0039 21.8689 24.2610
3.3065 23.7974 22.7087 22.3993 22.0536 21.6611 21.5363 23.7974
3.3166 23.3415 22.2953 22.0202 21.7051 21.3284 21.2133 23.3415
3.3266 22.8856 21.8820 21.6411 21.3566 20.9956 20.8903 22.8856
3.3367 22.4297 21.4686 21.2621 21.0081 20.6628 20.5672 22.4297
3.3467 21.9738 21.0552 20.8830 20.6596 20.3300 20.2442 21.9738
3.3568 21.5452 20.6640 20.5279 20.3316 20.0207 19.9454 21.5452
3.3668 21.1297 20.2834 20.1844 20.0134 19.7225 19.6582 21.1297
3.3769 20.7142 19.9029 19.8409 19.6951 19.4244 19.3711 20.7142
3.3869 20.2987 19.5223 19.4974 19.3769 19.1262 19.0839 20.2987
3.3970 19.8832 19.1417 19.1539 19.0587 18.8281 18.7968 19.8832
3.4070 19.5043 18.7981 18.8415 18.7705 18.5549 18.5353 19.5043
3.4171 19.1412 18.4703 18.5425 18.4950 18.2923 18.2849 19.1412
3.4271 18.7780 18.1426 18.2434 18.2196 18.0297 18.0344 18.7780
3.4372 18.4148 17.8148 17.9443 17.9442 17.7671 17.7840 18.4148
3.4472 18.0516 17.4870 17.6453 17.6688 17.5046 17.5336 18.0516
3.4573 17.7299 17.1977 17.3806 17.4242 17.2723 17.3136 17.7299
3.4673 17.4239 16.9231 17.1289 17.1913 17.0516 17.1051 17.4239
